                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    133,                 2.3402,                 1.3549,                 0.9065,                0.47077,                 0.4283,                0.46486,                0.20722,                 2.1588,                   1.19,                0.89303,             0.00073864,             0.00073864,             0.00073864
                    134,                 2.3502,                 1.3619,                 0.9081,                0.45478,                0.41719,                0.46229,                0.21569,                 2.1682,                 1.1968,                0.89227,             0.00073666,             0.00073666,             0.00073666
                    135,                 2.3383,                 1.3471,                0.90376,                0.46304,                0.43103,                0.46268,                0.21495,                 2.1333,                 1.1776,                0.89536,             0.00073468,             0.00073468,             0.00073468
                    136,                 2.3333,                 1.3614,                0.90742,                0.48305,                 0.4144,                0.45573,                0.20152,                 2.2108,                 1.1971,                 0.8977,              0.0007327,              0.0007327,              0.0007327
                    137,                 2.2873,                 1.3438,                0.89775,                0.48788,                0.45481,                 0.4778,                0.22044,                 2.1292,                 1.1688,                0.89032,             0.00073072,             0.00073072,             0.00073072
                    138,                 2.3467,                 1.3514,                0.90042,                 0.4696,                0.42973,                0.46155,                0.20098,                 2.1566,                 1.1866,                0.89205,             0.00072874,             0.00072874,             0.00072874
                    139,                  2.329,                 1.3483,                0.90398,                0.47922,                0.43463,                0.46781,                0.21308,                 2.1156,                   1.17,                0.88851,             0.00072676,             0.00072676,             0.00072676
                    140,                 2.3348,                 1.3493,                0.90277,                0.47831,                0.43763,                0.47477,                0.21085,                 2.1546,                 1.1693,                0.89379,             0.00072478,             0.00072478,             0.00072478
                    141,                 2.3242,                  1.346,                0.89711,                 0.4862,                0.43334,                0.47483,                0.21077,                 2.1462,                 1.1948,                0.89317,              0.0007228,              0.0007228,              0.0007228
                    142,                 2.3098,                 1.3342,                0.90034,                0.49426,                0.43149,                0.47789,                0.20878,                 2.1618,                 1.1784,                0.89286,             0.00072082,             0.00072082,             0.00072082
                    143,                 2.3118,                 1.3125,                0.90159,                 0.4992,                 0.4509,                0.49525,                0.22234,                 2.1328,                 1.1439,                0.89119,             0.00071884,             0.00071884,             0.00071884
                    144,                 2.2936,                  1.313,                0.90595,                0.48038,                0.44482,                0.46994,                0.20188,                 2.1631,                 1.1823,                0.89028,             0.00071686,             0.00071686,             0.00071686
                    145,                 2.2943,                 1.3229,                0.89499,                 0.4723,                0.42776,                0.46774,                0.20806,                 2.1567,                 1.1705,                0.88975,             0.00071488,             0.00071488,             0.00071488
                    146,                 2.2611,                   1.28,                0.90074,                0.48575,                0.44408,                0.48164,                0.21861,                 2.1189,                   1.15,                0.89031,              0.0007129,              0.0007129,              0.0007129
